Isolate K_2 K_3 K_4 K_5 K_6 K_7 K_8 K_9 K_10 K_11 K_12 K_13 K_14 K_15 K_16 K_17 K_18 K_19 K_20 K_21 K_22 K_23 K_24 K_25 K_26 K_27 K_28 K_29 K_30 K_31 K_32 K_33 K_34 K_35 K_36 K_37 K_38 K_39 K_40 K_41 K_42 K_43 K_44 K_45 K_46 K_47 K_48 K_49 K_50
11679_4#7 2 2 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
11679_4#70 2 2 3 3 5 5 6 7 7 7 7 7 7 11 11 15 15 15 16 17 18 19 19 19 19 19 20 20 21 21 21 22 23 24 24 25 25 25 25 25 25 25 25 25 25 25 26 26 27
11679_4#71 2 2 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
11679_4#72 2 2 3 3 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6
11679_4#73 1 3 4 4 4 4 4 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5
11679_4#74 2 2 3 3 5 5 6 7 7 7 7 7 7 7 7 7 7 7 7 7 8 11 11 11 11 11 11 11 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12
11679_4#75 2 2 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
11679_4#76 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11
11679_4#77 2 2 3 3 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6
11679_4#78 1 3 4 5 6 7 8 9 10 10 11 11 14 15 16 17 18 18 19 20 21 22 22 23 23 23 24 24 25 25 26 27 28 29 29 30 30 31 31 32 33 33 33 33 33 33 34 34 35
11679_4#79 2 2 3 3 5 5 6 7 7 7 9 9 9 9 9 9 9 9 10 10 11 12 12 12 12 12 12 12 13 13 13 13 13 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14
11679_4#8 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
11679_4#80 2 2 3 3 5 5 6 7 7 7 7 7 7 11 11 15 15 15 16 17 18 19 19 19 19 19 20 20 21 21 21 22 23 24 24 25 25 25 25 25 25 25 25 25 25 25 26 26 27
11679_4#81 2 2 3 3 5 5 6 7 7 7 7 7 7 11 11 11 11 11 12 12 13 14 14 14 14 14 18 18 19 19 19 20 21 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 23
11679_4#82 2 2 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
11679_4#83 2 2 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
11679_4#84 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 8 8 9 9 9 9 9 9 9 9 9 9 9 18 19 20 20 20 20 20 20 20 20 20 20 20 20 20 24 24 25
11679_4#85 2 2 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
11679_4#86 2 2 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
11679_4#87 1 3 4 4 4 4 4 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5
11679_4#88 2 2 3 3 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6
11679_4#89 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
11679_4#9 2 2 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
11679_4#90 2 2 3 3 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6
11679_4#91 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
11679_4#92 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
11679_4#93 2 2 3 3 5 5 6 7 7 7 7 7 7 11 11 11 11 11 12 16 17 18 18 18 18 18 19 19 20 20 20 21 22 23 23 24 24 24 24 24 24 24 24 24 24 24 25 25 26
11679_4#94 2 2 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
11679_4#95 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
11679_4#96 2 2 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
11679_5#1 2 2 3 3 5 5 6 7 7 7 7 7 7 11 11 11 11 11 12 16 17 18 18 18 18 18 19 19 20 20 20 21 22 23 23 24 24 24 24 24 24 24 24 24 24 24 25 25 26
11679_5#10 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11
11679_5#11 2 2 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
11679_5#12 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
11679_5#13 2 2 3 3 5 5 6 7 7 7 9 9 9 9 9 9 9 9 10 10 11 12 12 12 12 12 12 12 13 13 13 13 13 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14
11679_5#14 2 2 3 3 5 5 6 7 7 7 7 7 7 11 11 15 15 15 16 17 18 19 19 19 19 19 20 20 21 21 21 22 23 24 24 25 25 25 25 25 25 25 25 25 25 25 26 26 27
11679_5#15 2 2 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
11679_5#16 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
11679_5#17 2 2 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
11679_5#18 2 2 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
11679_5#19 2 2 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
11679_5#2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
11679_5#20 2 2 3 3 5 5 6 7 7 7 7 7 7 11 11 11 11 11 12 12 13 14 24 25 26 26 27 27 28 28 29 30 31 32 32 33 33 34 35 36 37 37 37 37 37 37 38 38 39
11679_5#21 2 2 3 3 5 5 6 7 7 7 9 9 9 9 9 9 9 9 10 10 11 12 12 12 12 12 12 12 13 13 13 13 13 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14
11679_5#22 1 3 4 5 6 7 8 9 10 10 11 11 11 12 12 12 12 12 13 13 14 15 15 15 15 15 15 15 16 16 16 16 17 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18
11679_5#23 1 3 4 5 6 7 8 9 10 10 11 11 11 12 12 12 12 12 13 13 14 15 15 15 15 15 15 15 16 16 16 16 17 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18
11679_5#24 1 3 4 5 6 7 8 9 10 10 11 11 14 15 16 17 18 18 19 20 21 22 22 23 23 23 24 24 25 25 26 27 28 29 29 30 30 31 31 32 33 33 33 33 33 33 34 34 35
11679_5#25 2 2 3 3 5 5 6 7 7 7 7 7 7 7 7 7 7 7 7 7 8 11 11 11 11 11 11 11 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12
11679_5#26 2 2 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
11679_5#27 2 2 3 3 5 5 6 7 7 7 9 9 9 9 9 9 9 9 10 10 11 12 12 12 12 12 12 12 13 13 13 13 13 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14
11679_5#28 2 2 3 3 5 5 6 7 7 7 9 9 9 9 9 9 9 9 10 10 11 12 12 12 12 12 12 12 13 13 13 13 13 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14
11679_5#29 2 2 3 3 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6
11679_5#3 2 2 3 3 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6
11679_5#30 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 19
11679_5#31 2 2 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
11679_5#32 2 2 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
11679_5#33 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
11679_5#34 1 3 4 4 4 4 4 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5
11679_5#35 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11
11679_5#36 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 19 20 21 22 23 23 24 24 24 25 25 26 26 27 28 29 30 30 31 31 32 32 33 34 34 34 34 34 34 35 35 36
11679_5#37 2 2 3 3 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6
11679_5#38 2 2 3 3 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6
11679_5#39 2 2 3 3 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6
11679_5#4 1 3 4 4 4 4 4 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5
11679_5#40 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 8 8 9 9 9 9 9 9 9 9 9 9 9 18 19 20 20 20 20 20 20 20 20 20 20 20 20 20 24 24 25
11679_5#41 2 2 3 3 5 5 6 7 7 7 7 7 7 11 11 11 11 11 12 12 13 14 24 25 26 26 27 27 28 28 29 30 31 32 32 33 33 34 35 36 37 37 37 37 37 37 38 38 39
11679_5#42 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
11679_5#43 1 3 4 4 4 6 7 8 8 8 8 12 12 13 13 13 13 13 14 14 15 16 16 16 16 16 16 16 17 17 17 17 18 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 20
11679_5#44 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
11679_5#45 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 8 8 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9
11679_5#46 2 2 3 3 5 5 6 7 7 7 7 7 7 11 11 11 11 11 12 12 13 14 14 14 14 14 14 14 15 15 15 15 16 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17
11679_5#47 2 2 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
11679_5#48 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11
11679_5#49 1 3 4 4 4 6 7 8 8 8 8 8 8 8 8 8 8 8 9 9 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
11679_5#5 2 2 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
11679_5#50 2 2 3 3 5 5 6 7 7 7 7 7 7 11 11 11 11 11 12 12 13 14 24 25 26 26 27 27 28 28 29 30 31 32 32 33 33 34 35 36 37 37 37 37 37 37 38 38 39
11679_5#51 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
11679_5#52 1 3 4 4 4 4 4 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5
11679_5#53 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
11679_5#54 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
11679_5#55 2 2 3 3 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6
11679_5#56 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11
11679_5#57 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13
11679_5#58 1 3 4 4 4 4 4 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5
11679_5#59 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11
11679_5#6 2 2 3 3 5 5 6 7 7 7 7 7 7 11 11 11 11 11 12 12 13 14 24 25 26 26 27 27 28 28 29 30 31 32 32 33 33 34 35 36 37 37 37 37 37 37 38 38 39
11679_5#60 2 2 3 3 5 5 6 7 7 7 7 7 7 11 11 15 15 15 16 17 18 19 19 19 19 19 20 20 21 21 21 22 23 24 24 25 25 25 25 25 25 25 25 25 25 25 26 26 27
11679_5#61 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 19 20 21 22 23 23 24 24 24 25 25 26 26 27 28 29 30 30 31 31 32 32 33 34 34 34 34 34 34 35 35 36
11679_5#62 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 19
11679_5#63 1 3 4 5 6 7 8 9 10 10 11 11 14 15 16 17 18 18 19 20 21 22 22 23 23 23 24 24 25 25 26 27 28 29 29 30 30 31 31 32 33 33 33 33 33 33 34 34 35
11679_5#64 2 2 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
11679_5#65 2 2 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
11679_5#66 1 3 4 4 4 4 4 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5
11679_5#67 1 3 4 4 4 6 7 8 8 11 12 13 13 14 15 16 17 17 18 19 20 21 21 22 22 22 23 23 24 24 24 25 26 27 27 28 28 28 28 29 29 29 29 29 29 29 30 30 31
11679_5#68 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 19 20 21 22 23 23 24 24 24 25 25 26 26 27 28 29 30 30 31 31 32 32 33 34 34 34 34 34 34 35 35 36
11679_5#69 1 3 4 5 6 7 8 9 10 10 11 11 11 12 12 12 12 12 13 13 14 15 15 15 15 15 15 15 16 16 16 16 17 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18
11679_5#7 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 8 8 9 9 9 9 9 9 9 9 9 9 9 18 19 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 21
11679_5#70 2 2 3 3 5 5 6 7 7 7 9 9 9 9 9 9 9 9 10 10 11 12 12 12 12 12 12 12 13 13 13 13 13 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14
11679_5#71 2 2 3 3 5 5 6 7 7 7 7 7 7 11 11 11 11 11 12 12 13 14 24 25 26 26 27 27 28 28 29 30 31 32 32 33 33 34 35 36 37 37 37 37 37 37 38 38 39
11679_5#72 2 2 3 3 5 5 6 7 7 7 7 7 7 7 7 7 7 7 7 7 8 11 11 11 11 11 11 11 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12
11679_5#73 2 2 3 3 5 5 6 7 7 7 7 7 7 7 7 7 7 7 7 7 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8
11679_5#74 1 3 4 5 6 7 8 9 10 10 11 11 14 15 16 17 18 18 19 20 21 22 22 23 23 23 24 24 25 25 26 27 28 29 29 30 30 31 31 32 33 33 33 33 33 33 34 34 35
11679_5#75 2 2 3 3 5 5 6 7 7 7 7 7 7 11 11 15 15 15 16 17 18 19 19 19 19 19 20 20 21 21 21 22 23 24 24 25 25 25 25 25 25 25 25 25 25 25 26 26 27
11679_5#76 1 3 4 4 4 4 4 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5
11679_5#77 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
11679_5#78 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 19 20 21 22 23 23 24 24 24 25 25 26 26 27 28 29 30 30 31 31 32 32 33 34 34 34 34 34 34 35 35 36
11679_5#79 2 2 3 3 5 5 6 7 7 7 7 7 7 11 11 11 11 11 12 12 13 14 24 25 26 26 27 27 28 28 29 30 31 32 32 33 33 34 35 36 37 37 37 37 37 37 38 38 39
11679_5#8 2 2 3 3 5 5 6 7 7 7 7 7 7 11 11 11 11 11 12 12 13 14 14 14 14 14 14 14 15 15 15 15 16 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17
11679_5#80 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
11679_5#81 2 2 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
11679_5#82 2 2 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
11679_5#83 2 2 3 3 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6
11679_5#84 2 2 3 3 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6
11679_5#85 1 3 4 5 6 7 8 9 10 10 11 11 11 12 12 12 12 12 13 13 14 15 15 15 15 15 15 15 16 16 16 16 17 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18
11679_5#86 2 2 3 3 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6
11679_5#87 1 3 4 4 4 6 7 8 8 8 8 8 8 8 8 8 8 8 9 9 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
11679_5#88 2 2 3 3 5 5 6 7 7 7 7 7 7 11 11 15 15 15 16 17 18 19 19 19 19 19 20 20 21 21 21 22 23 24 24 25 25 25 25 25 25 25 25 25 25 25 26 26 27
11679_5#89 2 2 3 3 5 5 6 7 7 7 7 7 7 11 11 11 11 11 12 12 13 14 14 14 14 14 18 18 19 19 19 20 21 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 23
11679_5#9 2 2 3 3 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6
11679_5#90 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
11679_5#91 2 2 3 3 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6
11679_5#92 1 3 4 4 4 4 4 5 9 9 10 10 10 10 10 10 10 10 11 11 12 13 13 13 13 13 13 13 14 14 14 14 14 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15
11679_5#93 1 3 4 4 4 4 4 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5
11679_5#94 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
11679_5#95 1 3 4 4 4 4 4 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5
11679_5#96 2 2 3 3 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6
11679_6#1 2 2 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
11679_6#10 1 3 4 4 4 4 4 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5
11679_6#11 2 2 3 3 5 5 6 7 7 7 9 9 9 9 9 9 9 9 10 10 11 12 12 12 12 12 12 12 13 13 13 13 13 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14
11679_6#12 2 2 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
11679_6#13 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 8 8 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9
